Année,Source de financement,BS,BE,FR,GE,LS,LU,NE,SG,UZH,USI,EPFL,ETHZ,FS-CH,IHEID
2001,"Confédération: contributions liées à des projets de coopération et d'innovation, selon LEHE (autrefois LAU)",4208334,3532807,3240007,5153868,4504409,534220,1388308,3943523,3936571,1094671,0,0,...,...
2001,Confédération: autres subventions,800000,0,3056297,2708696,0,12347,637749,535535,0,0,0,0,...,...
2001,Fondations,144805,0,520660,14003,0,1751979,0,0,800593,271065,0,0,...,...
2001,Communes (jusqu'en 1999),0,0,0,0,0,0,0,0,0,0,0,0,...,...
2001,"Déduction des dépenses non universitaires (budget ordinaire, jusqu'en 1999)",0,0,0,0,0,0,0,0,0,0,0,0,...,...
2001,Confédération: subventions de base LEHE (autrefois LAU),30318890,56503071,42357810,59346243,47005148,1335052,18750317,15884534,73935492,5777578,0,0,...,...
2001,Confédération: enveloppe budgétaire EPF,0,0,0,0,0,0,0,0,0,0,322828956,748933190,...,...
2001,Frais centraux de la haute école couverts par des overheads,0,0,0,0,0,0,0,0,0,0,0,0,...,...
2001,Financement de projets de l'UE par le FNS (dès 2015),0,0,0,0,0,0,0,0,0,0,0,0,...,...
2001,"Déduction des dépenses non universitaires (FNRS, jusqu'en 1999)",0,0,0,0,0,0,0,0,0,0,0,0,...,...
2001,Projets du FNS,35577564,34930562,11548778,47483722,30677435,246149,13167839,1093304,39442389,445914,21857523,30354507,...,...
2001,Projets de Innosuisse (autrefois CTI),2045180,1684191,564220,1206730,1099035,0,3519899,478222,1853833,0,18003681,11248528,...,...
2001,Programmes de recherche de l'UE,744419,4487377,566337,7239139,2454718,0,2325055,0,3329001,227346,22345431,13175000,...,...
2001,Autres programmes internationaux,350410,7549932,301172,4213474,884472,0,337333,0,3398634,0,0,0,...,...
2001,Mandats de recherche de la Confédération,1195388,8299527,6013361,10420585,773552,0,1572673,0,17948102,0,9961636,25349634,...,...
2001,"Mesures spéciales (subv. Extraord. LAU, jusqu'en 1999)",0,0,0,0,0,0,0,0,0,0,0,0,...,...
2001,"Programmes prioritaires (PPR, jusqu'en 1999)",0,0,0,0,0,0,0,0,0,0,0,0,...,...
2001,Programmes COST (jusqu'en 1999),0,0,0,0,0,0,0,0,0,0,0,0,...,...
2001,Financement de projets de l'UE par le SEFRI,0,0,0,0,0,0,0,0,0,0,0,0,...,...
2001,Mandats de recherche du secteur privé,25426635,8159397,3172058,48820076,41537651,603589,13855156,19660271,37161147,0,24423721,44133191,...,...
2001,Mandats de recherche des autres collectivités publiques,1587431,8477321,1132825,9651413,715305,0,895549,0,6061698,0,2557610,1200052,...,...
2001,Revenus des prestations de service,2251178,23426946,7100942,12856270,9723538,13411,2050855,0,3922042,1104214,0,0,...,...
2001,Revenus de la formation continue,1439463,5300907,3819017,14388983,3221294,0,514523,24581590,0,905435,1516392,0,...,...
2001,Canton: mandats publics (jusqu'en 1999),0,0,0,0,0,0,0,0,0,0,0,0,...,...
2001,Autres cantons: mandats publics (jusqu'en 1999),0,0,0,0,0,0,0,0,0,0,0,0,...,...
2001,Communes: mandats publics (jusqu'en 1999),0,0,0,0,0,0,0,0,0,0,0,0,...,...
2001,Economie privée (jusqu'en 1999),0,0,0,0,0,0,0,0,0,0,0,0,...,...
2001,Fondations privées (jusqu'en 1999),0,0,0,0,0,0,0,0,0,0,0,0,...,...
2001,Revenu de la fortune de l'université (jusqu'en 1999),0,0,0,0,0,0,0,0,0,0,0,0,...,...
2001,"Déduction des dépenses non universitaires (Crédit de tiers, jusqu'en 1999)",0,0,0,0,0,0,0,0,0,0,0,0,...,...
2001,Autres sources externes (jusqu'en 1999),0,0,0,0,0,0,0,0,0,0,0,0,...,...
2002,Ecolage,7455991,11467724,7963173,8908105,8380569,1366599,2173344,5615747,21768682,6699707,4283443,7950200,...,...
2002,Autres moyens propres de la haute école,11503868,41163804,2051135,7704214,3573931,344462,747539,13588214,87566539,2630480,4470748,10986800,...,...
2002,Canton universitaire: couverture ou budget,81307175,250336176,48957249,324545634,148194674,9084753,45421686,19753893,417768402,9840509,0,0,...,...
2002,Canton: imputations internes (jusqu'en 1999),0,0,0,0,0,0,0,0,0,0,0,0,...,...
2002,Autres cantons: accord intercantonal universitaire,26721258,61896407,49107867,28440736,39930241,1618680,12746082,22702873,111491205,11139424,0,0,...,...
2002,Autres cantons: autres subventions,84518075,0,0,74369,0,0,0,0,0,0,0,0,...,...
2002,"Confédération: contributions aux investissements figurant dans le compte courant, selon LEHE (autrefois LAU)",2129602,0,870000,2412262,1155569,0,0,554686,0,0,0,0,...,...
2002,"Confédération: contributions liées à des projets de coopération et d'innovation, selon LEHE (autrefois LAU)",3950746,5217862,3967388,742743,5615428,817335,727976,2461275,4384222,968707,0,0,...,...
2002,Confédération: autres subventions,623027,0,3044613,6620073,0,45126,1327127,467630,0,0,0,0,...,...
2002,Fondations,212669,0,406080,0,0,1891799,0,0,942300,0,0,0,...,...
2002,Communes (jusqu'en 1999),0,0,0,0,0,0,0,0,0,0,0,0,...,...
2002,"Déduction des dépenses non universitaires (budget ordinaire, jusqu'en 1999)",0,0,0,0,0,0,0,0,0,0,0,0,...,...
2002,Confédération: subventions de base LEHE (autrefois LAU),30908120,58283600,41857200,63156595,49487273,1657973,18361005,17783073,84697803,7892317,0,0,...,...
2002,Confédération: enveloppe budgétaire EPF,0,0,0,0,0,0,0,0,0,0,345772039,775597710,...,...
2002,Frais centraux de la haute école couverts par des overheads,0,0,0,0,0,0,0,0,0,0,0,0,...,...
2002,Financement de projets de l'UE par le FNS (dès 2015),0,0,0,0,0,0,0,0,0,0,0,0,...,...
2002,"Déduction des dépenses non universitaires (FNRS, jusqu'en 1999)",0,0,0,0,0,0,0,0,0,0,0,0,...,...
2002,Projets du FNS,40078134,38192368,12912519,54586523,29802702,502243,16583143,1436537,44695562,829697,32542187,30447070,...,...
2002,Projets de Innosuisse (autrefois CTI),1852218,2327147,614907,1356301,1159538,0,2472949,1436344,1975780,0,17625160,11782550,...,...
2002,Programmes de recherche de l'UE,529436,5678320,1458986,7997521,3069296,0,405060,0,3995158,348456,26430076,15855498,...,...
2002,Autres programmes internationaux,154035,6605701,441027,2666560,820361,0,234870,0,4565032,0,0,0,...,...
2002,Mandats de recherche de la Confédération,1465812,9958510,6033526,14622420,318366,0,4011582,0,20575758,261565,8997055,31246663,...,...
2002,"Mesures spéciales (subv. Extraord. LAU, jusqu'en 1999)",0,0,0,0,0,0,0,0,0,0,0,0,...,...
2002,"Programmes prioritaires (PPR, jusqu'en 1999)",0,0,0,0,0,0,0,0,0,0,0,0,...,...
2002,Programmes COST (jusqu'en 1999),0,0,0,0,0,0,0,0,0,0,0,0,...,...
2002,Financement de projets de l'UE par le SEFRI,0,0,0,0,0,0,0,0,0,0,0,0,...,...
2002,Mandats de recherche du secteur privé,27498601,9936278,3523459,40598380,40916406,1033031,7634845,18392156,39221931,304926,27969093,49777960,...,...
2002,Mandats de recherche des autres collectivités publiques,1363942,7755678,1309211,25100154,894641,0,861270,0,6111563,128000,3769329,2012379,...,...
2002,Revenus des prestations de service,2353183,21275633,5411280,11237449,11835155,181860,6780800,0,4972014,0,0,0,...,...
2002,Revenus de la formation continue,2054780,5319199,3897009,10186528,3998067,0,419167,26401887,0,1209726,1509253,0,...,...
2002,Canton: mandats publics (jusqu'en 1999),0,0,0,0,0,0,0,0,0,0,0,0,...,...
2002,Autres cantons: mandats publics (jusqu'en 1999),0,0,0,0,0,0,0,0,0,0,0,0,...,...
2002,Communes: mandats publics (jusqu'en 1999),0,0,0,0,0,0,0,0,0,0,0,0,...,...
2002,Economie privée (jusqu'en 1999),0,0,0,0,0,0,0,0,0,0,0,0,...,...
2002,Fondations privées (jusqu'en 1999),0,0,0,0,0,0,0,0,0,0,0,0,...,...
2002,Revenu de la fortune de l'université (jusqu'en 1999),0,0,0,0,0,0,0,0,0,0,0,0,...,...
2002,"Déduction des dépenses non universitaires (Crédit de tiers, jusqu'en 1999)",0,0,0,0,0,0,0,0,0,0,0,0,...,...
2002,Autres sources externes (jusqu'en 1999),0,0,0,0,0,0,0,0,0,0,0,0,...,...
2003,Ecolage,8065000,12099169,8290698,9875469,8545474,1725991,2236335,6123821,22853040,6552167,4399524,7919829,...,...
2003,Autres moyens propres de la haute école,14802000,45542646,2027703,8471332,5399971,289773,575062,13260256,89901055,1347499,4596819,10959350,...,...
2003,Canton universitaire: couverture ou budget,85756000,244382501,52399310,345876851,162681428,9598681,40158329,14433264,437821728,9299999,0,0,...,...
2003,Canton: imputations internes (jusqu'en 1999),0,0,0,0,0,0,0,0,0,0,0,0,...,...
2003,Autres cantons: accord intercantonal universitaire,29400000,63187265,53146588,29609452,39590358,2739797,13256038,23435129,114710012,10749436,0,0,...,...
2003,Autres cantons: autres subventions,79425000,0,0,196090,0,0,0,0,0,0,0,0,...,...
2003,"Confédération: contributions aux investissements figurant dans le compte courant, selon LEHE (autrefois LAU)",1864000,0,1426991,2171098,583599,1199663,0,4327158,0,0,0,0,...,...
2003,"Confédération: contributions liées à des projets de coopération et d'innovation, selon LEHE (autrefois LAU)",4523000,5846207,4400617,455488,5253041,484021,741501,3731516,6594981,1152357,0,0,...,...
2003,Confédération: autres subventions,650000,0,3971178,5866127,0,532420,2705322,40331,0,0,0,0,...,...
2003,Fondations,130000,0,371973,0,0,1248531,0,0,884443,111401,0,0,...,...
2003,Communes (jusqu'en 1999),0,0,0,0,0,0,0,0,0,0,0,0,...,...
2003,"Déduction des dépenses non universitaires (budget ordinaire, jusqu'en 1999)",0,0,0,0,0,0,0,0,0,0,0,0,...,...
2003,Confédération: subventions de base LEHE (autrefois LAU),31191000,63174872,41857200,70961734,51851294,1615807,21099679,19340586,101184675,9824139,0,0,...,...
2003,Confédération: enveloppe budgétaire EPF,0,0,0,0,0,0,0,0,0,0,351727849,733775503,...,...
2003,Frais centraux de la haute école couverts par des overheads,0,0,0,0,0,0,0,0,0,0,0,0,...,...
2003,Financement de projets de l'UE par le FNS (dès 2015),0,0,0,0,0,0,0,0,0,0,0,0,...,...
2003,"Déduction des dépenses non universitaires (FNRS, jusqu'en 1999)",0,0,0,0,0,0,0,0,0,0,0,0,...,...
2003,Projets du FNS,43290000,44021594,13158462,58352912,30272206,713928,15614162,1501644,51686222,1464425,35196172,31087081,...,...
2003,Projets de Innosuisse (autrefois CTI),3196000,2361151,1225407,2259899,1044164,0,2966746,653464,1666537,0,19245247,12005636,...,...
2003,Programmes de recherche de l'UE,663000,5436415,1589115,7658509,3827035,0,450011,996920,7007023,506484,27575834,18464887,...,...
2003,Autres programmes internationaux,365000,4322920,258002,1332352,599550,0,207789,3000,4450571,0,0,0,...,...
2003,Mandats de recherche de la Confédération,1210000,14118988,5996048,16577541,1615597,0,4660653,0,19473346,232111,10336361,31846146,...,...
2003,"Mesures spéciales (subv. Extraord. LAU, jusqu'en 1999)",0,0,0,0,0,0,0,0,0,0,0,0,...,...
2003,"Programmes prioritaires (PPR, jusqu'en 1999)",0,0,0,0,0,0,0,0,0,0,0,0,...,...
2003,Programmes COST (jusqu'en 1999),0,0,0,0,0,0,0,0,0,0,0,0,...,...
2003,Financement de projets de l'UE par le SEFRI,0,0,0,0,0,0,0,0,0,0,0,0,...,...
2003,Mandats de recherche du secteur privé,30793000,11663837,3874936,37971551,40291773,1265120,6917290,18777298,40650195,586628,36026531,55953554,...,...
2003,Mandats de recherche des autres collectivités publiques,908000,7305691,1639262,17321047,689033,14567,1213685,0,7866814,196329,2808296,1623359,...,...
2003,Revenus des prestations de service,2182000,25849671,5942732,11985048,12229911,287351,6748606,0,4408822,0,0,0,...,...
2003,Revenus de la formation continue,1612000,5538293,4011540,10759401,4582680,0,785660,24882328,1898779,1919011,1480259,0,...,...
2003,Canton: mandats publics (jusqu'en 1999),0,0,0,0,0,0,0,0,0,0,0,0,...,...
2003,Autres cantons: mandats publics (jusqu'en 1999),0,0,0,0,0,0,0,0,0,0,0,0,...,...
2003,Communes: mandats publics (jusqu'en 1999),0,0,0,0,0,0,0,0,0,0,0,0,...,...
2003,Economie privée (jusqu'en 1999),0,0,0,0,0,0,0,0,0,0,0,0,...,...
2003,Fondations privées (jusqu'en 1999),0,0,0,0,0,0,0,0,0,0,0,0,...,...
2003,Revenu de la fortune de l'université (jusqu'en 1999),0,0,0,0,0,0,0,0,0,0,0,0,...,...
2003,"Déduction des dépenses non universitaires (Crédit de tiers, jusqu'en 1999)",0,0,0,0,0,0,0,0,0,0,0,0,...,...
2003,Autres sources externes (jusqu'en 1999),0,0,0,0,0,0,0,0,0,0,0,0,...,...
2004,Ecolage,10555850,12879114,8394905,11623824,8606117,2955038,2320678,6031439,23176700,6806934,4492028,11213000,...,...
2004,Autres moyens propres de la haute école,15249798,47246031,1930528,10874198,1316361,207257,925215,8011976,97267203,1885995,4638146,5330000,...,...
2004,Canton universitaire: couverture ou budget,90600339,240936829,53191288,344869190,156088832,10732601,43709294,21823878,448172309,10315000,0,0,...,...
2004,Canton: imputations internes (jusqu'en 1999),0,0,0,0,0,0,0,0,0,0,0,0,...,...
2004,Autres cantons: accord intercantonal universitaire,34067310,67215939,55332777,28729712,38074048,4510657,13389881,22165643,117045170,10876052,0,0,...,...
2004,Autres cantons: autres subventions,89410707,0,0,285126,0,0,0,0,0,0,0,0,...,...
2004,"Confédération: contributions aux investissements figurant dans le compte courant, selon LEHE (autrefois LAU)",5900000,0,580541,4263418,1349666,228866,0,859274,0,0,0,0,...,...
2004,"Confédération: contributions liées à des projets de coopération et d'innovation, selon LEHE (autrefois LAU)",3116932,5764367,4140734,3286594,6183329,312097,639495,1944476,4729990,1296705,0,0,...,...
2004,Confédération: autres subventions,775798,0,3462299,4199391,0,0,1089055,0,0,121829,0,0,...,...
2004,Fondations,119855,0,444823,0,0,645021,0,0,600411,299321,0,0,...,...
2004,Communes (jusqu'en 1999),0,0,0,0,0,0,0,0,0,0,0,0,...,...
2004,"Déduction des dépenses non universitaires (budget ordinaire, jusqu'en 1999)",0,0,0,0,0,0,0,0,0,0,0,0,...,...
2004,Confédération: subventions de base LEHE (autrefois LAU),34663823,67712380,44213553,75006225,53675634,2650394,23073425,21036419,103635580,11024159,0,0,...,...
2004,Confédération: enveloppe budgétaire EPF,0,0,0,0,0,0,0,0,0,0,377066418,812535166,...,...
2004,Frais centraux de la haute école couverts par des overheads,0,0,0,0,0,0,0,0,0,0,0,0,...,...
2004,Financement de projets de l'UE par le FNS (dès 2015),0,0,0,0,0,0,0,0,0,0,0,0,...,...
2004,"Déduction des dépenses non universitaires (FNRS, jusqu'en 1999)",0,0,0,0,0,0,0,0,0,0,0,0,...,...
2004,Projets du FNS,44184235,45923223,13181401,60679413,27610461,893917,16519134,1458506,55320714,1726129,38335230,42783923,...,...
2004,Projets de Innosuisse (autrefois CTI),1398041,2400623,1478770,1960908,1917422,0,4125635,960223,2450198,0,19183687,12433391,...,...
2004,Programmes de recherche de l'UE,686713,4182022,1023394,8436403,4606551,0,2016708,1091732,8322929,546967,28478318,15379434,...,...
2004,Autres programmes internationaux,80165,2119472,404126,880863,520962,0,226502,110945,3138809,0,0,0,...,...
2004,Mandats de recherche de la Confédération,12438,15711466,6364891,11195813,978815,0,2686497,3311164,17548735,272551,6766546,34160757,...,...
2004,"Mesures spéciales (subv. Extraord. LAU, jusqu'en 1999)",0,0,0,0,0,0,0,0,0,0,0,0,...,...
2004,"Programmes prioritaires (PPR, jusqu'en 1999)",0,0,0,0,0,0,0,0,0,0,0,0,...,...
2004,Programmes COST (jusqu'en 1999),0,0,0,0,0,0,0,0,0,0,0,0,...,...
2004,Financement de projets de l'UE par le SEFRI,0,0,0,0,0,0,0,0,0,0,0,0,...,...
2004,Mandats de recherche du secteur privé,33228408,12560218,4292869,32998346,38405261,1152936,5662642,23325435,46387612,481121,28065292,52627679,...,...
2004,Mandats de recherche des autres collectivités publiques,379410,4186410,1471655,14171250,539414,87373,1338406,419484,7769133,431637,2383507,638938,...,...
2004,Revenus des prestations de service,2306520,29772724,7626157,10062573,11758854,154055,6829202,0,4860942,68207,0,0,...,...
2004,Revenus de la formation continue,1116605,5998816,3263403,8873525,4614544,0,677321,24538201,8326223,2047141,2075774,0,...,...
2004,Canton: mandats publics (jusqu'en 1999),0,0,0,0,0,0,0,0,0,0,0,0,...,...
2004,Autres cantons: mandats publics (jusqu'en 1999),0,0,0,0,0,0,0,0,0,0,0,0,...,...
2004,Communes: mandats publics (jusqu'en 1999),0,0,0,0,0,0,0,0,0,0,0,0,...,...
2004,Economie privée (jusqu'en 1999),0,0,0,0,0,0,0,0,0,0,0,0,...,...
2004,Fondations privées (jusqu'en 1999),0,0,0,0,0,0,0,0,0,0,0,0,...,...
2004,Revenu de la fortune de l'université (jusqu'en 1999),0,0,0,0,0,0,0,0,0,0,0,0,...,...
2004,"Déduction des dépenses non universitaires (Crédit de tiers, jusqu'en 1999)",0,0,0,0,0,0,0,0,0,0,0,0,...,...
2004,Autres sources externes (jusqu'en 1999),0,0,0,0,0,0,0,0,0,0,0,0,...,...
2005,Ecolage,10882000,12310247,8337603,12519075,12142773,2638032,1318925,7302972,23263689,7155299,4836844,9157996,...,...
2005,Autres moyens propres de la haute école,4588000,50815182,2317297,13332943,4895637,381058,107168,6392892,106070715,2314504,8042270,8842004,...,...
2005,Canton universitaire: couverture ou budget,88736000,252485383,55913907,356500422,179202013,10295969,43854579,27597800,460344664,11943184,0,0,...,...
2005,Canton: imputations internes (jusqu'en 1999),0,0,0,0,0,0,0,0,0,0,0,0,...,...
2005,Autres cantons: accord intercantonal universitaire,38276000,68071329,54161790,30181395,39425929,6480614,13812250,19321243,116145754,10379217,0,0,...,...
2005,Autres cantons: autres subventions,91941000,0,0,133034,0,0,0,0,0,0,0,0,...,...
2005,"Confédération: contributions aux investissements figurant dans le compte courant, selon LEHE (autrefois LAU)",1517000,0,1500364,390202,2000000,441903,0,1123965,0,0,0,0,...,...
2005,"Confédération: contributions liées à des projets de coopération et d'innovation, selon LEHE (autrefois LAU)",3034000,3203493,3327130,4009043,3803107,389356,418415,1700704,11148147,1190067,0,0,...,...
2005,Confédération: autres subventions,0,0,3444460,2391202,0,34500,703775,0,0,428267,0,0,...,...
2005,Fondations,301000,0,405731,0,0,628928,0,423152,166433,616621,0,0,...,...
2005,Communes (jusqu'en 1999),0,0,0,0,0,0,0,0,0,0,0,0,...,...
2005,"Déduction des dépenses non universitaires (budget ordinaire, jusqu'en 1999)",0,0,0,0,0,0,0,0,0,0,0,0,...,...
2005,Confédération: subventions de base LEHE (autrefois LAU),36457000,70769525,45216729,80731634,52153242,4228125,24472381,21733898,106541326,12546278,0,0,...,...
2005,Confédération: enveloppe budgétaire EPF,0,0,0,0,0,0,0,0,0,0,404938764,846754400,...,...
2005,Frais centraux de la haute école couverts par des overheads,0,0,0,0,0,0,0,0,0,0,0,0,...,...
2005,Financement de projets de l'UE par le FNS (dès 2015),0,0,0,0,0,0,0,0,0,0,0,0,...,...
2005,"Déduction des dépenses non universitaires (FNRS, jusqu'en 1999)",0,0,0,0,0,0,0,0,0,0,0,0,...,...
2005,Projets du FNS,44030000,44382143,12065498,61370935,28986865,666174,16759646,1347903,55474412,1703656,37110907,45251225,...,...
2005,Projets de Innosuisse (autrefois CTI),1895000,2494611,1054123,1099338,1663821,0,3719430,1227716,2513479,24888,16056485,11866445,...,...
2005,Programmes de recherche de l'UE,4219000,3912369,861261,8861700,4377065,0,2845179,784548,7678098,401485,30480759,16485213,...,...
2005,Autres programmes internationaux,184000,1872475,334354,903753,572932,0,207291,7500,2501461,381978,0,0,...,...
2005,Mandats de recherche de la Confédération,3403000,13353345,5801195,9978003,1254398,0,2556265,2434416,17512997,622651,5180546,35226683,...,...
2005,"Mesures spéciales (subv. Extraord. LAU, jusqu'en 1999)",0,0,0,0,0,0,0,0,0,0,0,0,...,...
2005,"Programmes prioritaires (PPR, jusqu'en 1999)",0,0,0,0,0,0,0,0,0,0,0,0,...,...
2005,Programmes COST (jusqu'en 1999),0,0,0,0,0,0,0,0,0,0,0,0,...,...
2005,Financement de projets de l'UE par le SEFRI,0,0,0,0,0,0,0,0,0,0,0,0,...,...
2005,Mandats de recherche du secteur privé,32528000,17146075,4923586,30739179,36883992,1599626,7830189,25282385,47748542,163372,24662316,67573815,...,...
2005,Mandats de recherche des autres collectivités publiques,11000,4881558,1101886,13759464,819711,88284,1550892,293582,4792823,99302,2374880,509599,...,...
2005,Revenus des prestations de service,4682000,28557120,7492905,10028391,8601029,165551,5594973,0,5241632,91259,0,0,...,...
2005,Revenus de la formation continue,958000,7982477,3111480,9782631,3906546,0,575516,23399130,8942190,2361731,1906431,0,...,...
2005,Canton: mandats publics (jusqu'en 1999),0,0,0,0,0,0,0,0,0,0,0,0,...,...
2005,Autres cantons: mandats publics (jusqu'en 1999),0,0,0,0,0,0,0,0,0,0,0,0,...,...
2005,Communes: mandats publics (jusqu'en 1999),0,0,0,0,0,0,0,0,0,0,0,0,...,...
2005,Economie privée (jusqu'en 1999),0,0,0,0,0,0,0,0,0,0,0,0,...,...
2005,Fondations privées (jusqu'en 1999),0,0,0,0,0,0,0,0,0,0,0,0,...,...
2005,Revenu de la fortune de l'université (jusqu'en 1999),0,0,0,0,0,0,0,0,0,0,0,0,...,...
2005,"Déduction des dépenses non universitaires (Crédit de tiers, jusqu'en 1999)",0,0,0,0,0,0,0,0,0,0,0,0,...,...
2005,Autres sources externes (jusqu'en 1999),0,0,0,0,0,0,0,0,0,0,0,0,...,...
2006,Ecolage,11478402,12487268,8256050,11430587,11348982,2948306,2384053,7903714,23098141,7906489,4374452,8454036,...,...
2006,Autres moyens propres de la haute école,3247441,57767122,2449296,16108811,2639875,566448,147990,7080613,88952469,3903068,5200072,8425548,...,...
2006,Canton universitaire: couverture ou budget,89979767,234230280,57503154,313768536,175740631,9027805,41712831,28688300,470869086,11878495,0,0,...,...
2006,Canton: imputations internes (jusqu'en 1999),0,0,0,0,0,0,0,0,0,0,0,0,...,...
2006,Autres cantons: accord intercantonal universitaire,43807485,71709613,57012675,30050130,42980741,8976653,15282269,21514190,120356025,10463191,0,0,...,...
2006,Autres cantons: autres subventions,89630482,0,0,58335,0,0,0,0,0,0,0,0,...,...
2006,"Confédération: contributions aux investissements figurant dans le compte courant, selon LEHE (autrefois LAU)",1688241,95676,279492,2549095,3524305,611819,0,0,4842677,0,0,0,...,...
2006,"Confédération: contributions liées à des projets de coopération et d'innovation, selon LEHE (autrefois LAU)",3569286,5721355,3277519,3521473,3535397,422926,1197510,1014533,11262099,1941736,0,0,...,...
2006,Confédération: autres subventions,0,0,3301707,124551,0,0,699559,208246,0,391383,0,0,...,...
2006,Fondations,119907,2474597,462980,0,0,310828,0,324845,217214,817910,0,0,...,...
2006,Communes (jusqu'en 1999),0,0,0,0,0,0,0,0,0,0,0,0,...,...
2006,"Déduction des dépenses non universitaires (budget ordinaire, jusqu'en 1999)",0,0,0,0,0,0,0,0,0,0,0,0,...,...
2006,Confédération: subventions de base LEHE (autrefois LAU),38788310,72177188,45408923,77121019,53915518,5517315,25061619,21655925,107365307,13935333,0,0,...,...
2006,Confédération: enveloppe budgétaire EPF,0,0,0,0,0,0,0,0,0,0,410537112,839144491,...,...
2006,Frais centraux de la haute école couverts par des overheads,0,0,0,0,0,0,0,0,0,0,0,0,...,...
2006,Financement de projets de l'UE par le FNS (dès 2015),0,0,0,0,0,0,0,0,0,0,0,0,...,...
2006,"Déduction des dépenses non universitaires (FNRS, jusqu'en 1999)",0,0,0,0,0,0,0,0,0,0,0,0,...,...
2006,Projets du FNS,44892541,44507757,15639041,55249911,31491146,660722,16824021,1533117,56561625,2209233,34228915,52869260,...,...
2006,Projets de Innosuisse (autrefois CTI),1334371,2353810,933131,539875,1603888,68592,2418153,1056924,2741312,116624,12715929,10922794,...,...
2006,Programmes de recherche de l'UE,5920746,5627927,967975,9703763,4077317,17000,4848983,1829904,7742671,894789,23260892,21056786,...,...
2006,Autres programmes internationaux,342308,5510076,259805,965029,481606,0,329997,0,3647480,92758,11101311,0,...,...
2006,Mandats de recherche de la Confédération,3099145,15794026,5439496,9794631,1988981,0,2459501,3572973,18506822,540556,4854911,32885305,...,...
2006,"Mesures spéciales (subv. Extraord. LAU, jusqu'en 1999)",0,0,0,0,0,0,0,0,0,0,0,0,...,...
2006,"Programmes prioritaires (PPR, jusqu'en 1999)",0,0,0,0,0,0,0,0,0,0,0,0,...,...
2006,Programmes COST (jusqu'en 1999),0,0,0,0,0,0,0,0,0,0,0,0,...,...
2006,Financement de projets de l'UE par le SEFRI,0,0,0,0,0,0,0,0,0,0,0,0,...,...
2006,Mandats de recherche du secteur privé,31762449,14667248,5038917,31979869,37881323,703526,5602637,16532143,56299021,64668,24237494,62832639,...,...
2006,Mandats de recherche des autres collectivités publiques,148768,3986445,1216050,14352604,869155,21082,1800260,649691,7326159,107895,2345562,234482,...,...
2006,Revenus des prestations de service,4177178,37590678,7538443,19084228,9394739,194502,6113610,8882060,5142373,24941,0,0,...,...
2006,Revenus de la formation continue,988263,8122177,3247752,9957745,3534889,0,353562,26600931,10555133,1831876,3318261,0,...,...
2006,Canton: mandats publics (jusqu'en 1999),0,0,0,0,0,0,0,0,0,0,0,0,...,...
2006,Autres cantons: mandats publics (jusqu'en 1999),0,0,0,0,0,0,0,0,0,0,0,0,...,...
2006,Communes: mandats publics (jusqu'en 1999),0,0,0,0,0,0,0,0,0,0,0,0,...,...
2006,Economie privée (jusqu'en 1999),0,0,0,0,0,0,0,0,0,0,0,0,...,...
2006,Fondations privées (jusqu'en 1999),0,0,0,0,0,0,0,0,0,0,0,0,...,...
2006,Revenu de la fortune de l'université (jusqu'en 1999),0,0,0,0,0,0,0,0,0,0,0,0,...,...
2006,"Déduction des dépenses non universitaires (Crédit de tiers, jusqu'en 1999)",0,0,0,0,0,0,0,0,0,0,0,0,...,...
2006,Autres sources externes (jusqu'en 1999),0,0,0,0,0,0,0,0,0,0,0,0,...,...
2007,Ecolage,15069568,12884851,8095635,10853905,12051741,3071300,2538855,8341911,23095640,9428565,5450206,9588981,1553379,...
2007,Autres moyens propres de la haute école,6002415,57955390,2679385,12507352,305771,512086,453740,10091437,100411645,2671586,6364970,8804564,117308,...
2007,Canton universitaire: couverture ou budget,220207814,235507413,62925855,349216914,250062441,14219584,43521231,31576474,474032510,12563720,0,0,1281000,...
2007,Canton: imputations internes (jusqu'en 1999),0,0,0,0,0,0,0,0,0,0,0,0,0,...
2007,Autres cantons: accord intercantonal universitaire,65297641,74713359,56179789,20138651,44944473,10273865,15307115,22888197,119645950,10269009,0,0,1203517,...
2007,Autres cantons: autres subventions,0,0,0,65969,0,0,0,0,0,0,0,0,130000,...
2007,"Confédération: contributions aux investissements figurant dans le compte courant, selon LEHE (autrefois LAU)",1818911,1324613,0,1959607,3502000,880629,0,0,10385605,0,0,0,0,...
2007,"Confédération: contributions liées à des projets de coopération et d'innovation, selon LEHE (autrefois LAU)",3377446,6492409,2849862,3240802,3035094,319575,1329999,814054,9375143,1627902,0,0,0,...
2007,Confédération: autres subventions,0,0,3321371,410884,0,0,0,207532,0,565358,0,0,0,...
2007,Fondations,15800,3482563,483144,0,0,371458,0,421715,383889,1158343,0,0,0,...
2007,Communes (jusqu'en 1999),0,0,0,0,0,0,0,0,0,0,0,0,0,...
2007,"Déduction des dépenses non universitaires (budget ordinaire, jusqu'en 1999)",0,0,0,0,0,0,0,0,0,0,0,0,0,...
2007,Confédération: subventions de base LEHE (autrefois LAU),61651881,72181311,43882214,70451201,51736582,6153760,26154084,21149107,103060574,14455644,0,0,1755688,...
2007,Confédération: enveloppe budgétaire EPF,0,0,0,0,0,0,0,0,0,0,414306274,888483199,0,...
2007,Frais centraux de la haute école couverts par des overheads,0,0,0,0,0,0,0,0,0,0,0,0,0,...
