Année,Source de financement,BS,BE,FR,GE,LS,LU,NE,SG,UZH,USI,EPFL,ETHZ,FS-CH,IHEID
2007,Financement de projets de l'UE par le FNS (dès 2015),0,0,0,0,0,0,0,0,0,0,0,0,0,...
2007,"Déduction des dépenses non universitaires (FNRS, jusqu'en 1999)",0,0,0,0,0,0,0,0,0,0,0,0,0,...
2007,Projets du FNS,46339990,45338788,14791785,58154475,32959646,1530002,16015505,2027078,61963228,2555143,37417887,59118412,0,...
2007,Projets de Innosuisse (autrefois CTI),1833231,3455415,629307,649241,1795139,0,1951135,2201766,2305787,307223,11050569,11595915,0,...
2007,Programmes de recherche de l'UE,8032957,6023461,1280707,12500245,5335116,20113,5176577,2104202,9402574,996299,27719279,26919014,0,...
2007,Autres programmes internationaux,159034,3304329,266597,788543,669939,0,606740,134926,5788727,21464,12019856,0,0,...
2007,Mandats de recherche de la Confédération,3023561,17507549,4400103,9598055,3460137,141863,2277052,3461150,16815525,1199725,4807333,28515297,0,...
2007,"Mesures spéciales (subv. Extraord. LAU, jusqu'en 1999)",0,0,0,0,0,0,0,0,0,0,0,0,0,...
2007,"Programmes prioritaires (PPR, jusqu'en 1999)",0,0,0,0,0,0,0,0,0,0,0,0,0,...
2007,Programmes COST (jusqu'en 1999),0,0,0,0,0,0,0,0,0,0,0,0,0,...
2007,Financement de projets de l'UE par le SEFRI,0,0,0,0,0,0,0,0,0,0,0,0,0,...
2007,Mandats de recherche du secteur privé,31782926,14646501,6274148,35330607,40586244,676814,5357100,18018087,56882587,1145980,29744020,70234624,0,...
2007,Mandats de recherche des autres collectivités publiques,265798,4103032,2006313,20778415,770866,11000,1795673,312128,6865759,1259800,2020693,132086,0,...
2007,Revenus des prestations de service,7195342,45486922,7416503,23953619,10591562,75374,7423400,8306124,5097282,327487,0,0,0,...
2007,Revenus de la formation continue,1648777,6022999,3796709,11526826,4928952,0,232975,32874694,10517330,2018846,3827847,0,306967,...
2007,Canton: mandats publics (jusqu'en 1999),0,0,0,0,0,0,0,0,0,0,0,0,0,...
2007,Autres cantons: mandats publics (jusqu'en 1999),0,0,0,0,0,0,0,0,0,0,0,0,0,...
2007,Communes: mandats publics (jusqu'en 1999),0,0,0,0,0,0,0,0,0,0,0,0,0,...
2007,Economie privée (jusqu'en 1999),0,0,0,0,0,0,0,0,0,0,0,0,0,...
2007,Fondations privées (jusqu'en 1999),0,0,0,0,0,0,0,0,0,0,0,0,0,...
2007,Revenu de la fortune de l'université (jusqu'en 1999),0,0,0,0,0,0,0,0,0,0,0,0,0,...
2007,"Déduction des dépenses non universitaires (Crédit de tiers, jusqu'en 1999)",0,0,0,0,0,0,0,0,0,0,0,0,0,...
2007,Autres sources externes (jusqu'en 1999),0,0,0,0,0,0,0,0,0,0,0,0,0,...
2008,Ecolage,12918483,13098422,7898015,11753651,13234137,2771177,2578685,9402757,23369896,9741589,5208091,11679676,1982071,...
2008,Autres moyens propres de la haute école,4460467,70145150,2595087,18042106,5922543,551715,1080260,11047313,109579600,1450633,10724825,13349255,548691,...
2008,Canton universitaire: couverture ou budget,273498988,263138511,70180725,444431361,250476770,13690046,47714599,30946609,507360257,14000000,0,0,1189825,...
2008,Canton: imputations internes (jusqu'en 1999),0,0,0,0,0,0,0,0,0,0,0,0,0,...
2008,Autres cantons: accord intercantonal universitaire,68200128,76838034,53913267,19680963,48722633,10677122,14822105,24379346,120504398,10553011,0,0,1765688,...
2008,Autres cantons: autres subventions,0,0,0,5009378,0,0,0,0,0,0,0,0,120000,...
2008,"Confédération: contributions aux investissements figurant dans le compte courant, selon LEHE (autrefois LAU)",1516219,3819675,167880,0,0,300807,0,418251,5790249,0,0,0,0,...
2008,"Confédération: contributions liées à des projets de coopération et d'innovation, selon LEHE (autrefois LAU)",1999247,2879230,1617185,778066,6327679,272022,618380,230943,5388844,574270,0,0,35000,...
2008,Confédération: autres subventions,0,0,2714170,0,0,0,0,217032,0,521186,0,0,0,...
2008,Fondations,15000,11084030,291006,0,0,323579,0,403308,120524,1619295,0,0,585165,...
2008,Communes (jusqu'en 1999),0,0,0,0,0,0,0,0,0,0,0,0,0,...
2008,"Déduction des dépenses non universitaires (budget ordinaire, jusqu'en 1999)",0,0,0,0,0,0,0,0,0,0,0,0,0,...
2008,Confédération: subventions de base LEHE (autrefois LAU),67700000,73162079,41857200,80530056,57459733,7291034,25398386,24547994,110029078,16339825,0,0,1852000,...
2008,Confédération: enveloppe budgétaire EPF,0,0,0,0,0,0,0,0,0,0,526781725,1055999783,0,...
2008,Frais centraux de la haute école couverts par des overheads,0,0,0,0,0,0,0,0,0,0,0,0,0,...
2008,Financement de projets de l'UE par le FNS (dès 2015),0,0,0,0,0,0,0,0,0,0,0,0,0,...
2008,"Déduction des dépenses non universitaires (FNRS, jusqu'en 1999)",0,0,0,0,0,0,0,0,0,0,0,0,0,...
2008,Projets du FNS,52468459,55083105,16342250,63703378,40157153,1982469,16159629,2627019,69601021,3313621,44455464,63258602,0,...
2008,Projets de Innosuisse (autrefois CTI),1859271,2917124,754213,1017865,2533075,0,3375529,2413954,1497205,223165,12080012,11769601,0,...
2008,Programmes de recherche de l'UE,5823651,7996061,1281550,14598768,7185744,42687,4150597,1934199,11469988,1238009,26342892,34098200,0,...
2008,Autres programmes internationaux,238805,3730943,350769,1416307,636144,0,885001,154040,5897919,10007,10580920,0,0,...
2008,Mandats de recherche de la Confédération,2895380,15516621,5427380,11234780,2465938,181773,2847472,4447366,14933381,389180,5395029,29896797,0,...
2008,"Mesures spéciales (subv. Extraord. LAU, jusqu'en 1999)",0,0,0,0,0,0,0,0,0,0,0,0,0,...
2008,"Programmes prioritaires (PPR, jusqu'en 1999)",0,0,0,0,0,0,0,0,0,0,0,0,0,...
2008,Programmes COST (jusqu'en 1999),0,0,0,0,0,0,0,0,0,0,0,0,0,...
2008,Financement de projets de l'UE par le SEFRI,0,0,0,0,0,0,0,0,0,0,0,0,0,...
2008,Mandats de recherche du secteur privé,30630582,19634064,8442928,42587936,41565562,577172,8699114,31810832,63726963,1416176,39510195,84326584,0,...
2008,Mandats de recherche des autres collectivités publiques,1751412,3953589,1593194,47843464,643037,39989,2096676,0,7612717,1377464,1610222,1014770,0,...
2008,Revenus des prestations de service,7703096,48252073,6119149,26086938,14060174,145542,6952181,7810233,6260377,618613,0,0,0,...
2008,Revenus de la formation continue,2258062,6876467,4769317,12432487,4629725,342172,355837,32295620,12056063,1845333,5453333,0,265976,...
2008,Canton: mandats publics (jusqu'en 1999),0,0,0,0,0,0,0,0,0,0,0,0,0,...
2008,Autres cantons: mandats publics (jusqu'en 1999),0,0,0,0,0,0,0,0,0,0,0,0,0,...
2008,Communes: mandats publics (jusqu'en 1999),0,0,0,0,0,0,0,0,0,0,0,0,0,...
2008,Economie privée (jusqu'en 1999),0,0,0,0,0,0,0,0,0,0,0,0,0,...
2008,Fondations privées (jusqu'en 1999),0,0,0,0,0,0,0,0,0,0,0,0,0,...
2008,Revenu de la fortune de l'université (jusqu'en 1999),0,0,0,0,0,0,0,0,0,0,0,0,0,...
2008,"Déduction des dépenses non universitaires (Crédit de tiers, jusqu'en 1999)",0,0,0,0,0,0,0,0,0,0,0,0,0,...
2008,Autres sources externes (jusqu'en 1999),0,0,0,0,0,0,0,0,0,0,0,0,0,...
2009,Ecolage,13320957,13371445,7887170,12532043,11875262,2960005,3019910,10181275,24126335,11038117,5727934,12070477,2089675,...
2009,Autres moyens propres de la haute école,18159904,77605865,4371110,19019650,6540802,571659,1023522,5241265,117419535,2649078,10909986,11419428,668280,...
2009,Canton universitaire: couverture ou budget,274723189,267863216,78438178,434081061,267562910,15363696,46102019,34084843,555113890,15000000,0,0,2490000,...
2009,Canton: imputations internes (jusqu'en 1999),0,0,0,0,0,0,0,0,0,0,0,0,0,...
2009,Autres cantons: accord intercantonal universitaire,70488461,78354846,52536291,19759974,50016936,11184184,15933790,26911454,123680023,10770444,0,0,2535910,...
2009,Autres cantons: autres subventions,0,0,0,5106220,0,0,0,0,0,0,0,0,70000,...
2009,"Confédération: contributions aux investissements figurant dans le compte courant, selon LEHE (autrefois LAU)",5083146,2697677,849283,0,1094424,1022716,0,1725585,4388368,0,0,0,0,...
2009,"Confédération: contributions liées à des projets de coopération et d'innovation, selon LEHE (autrefois LAU)",1566418,1477835,1086421,0,6656544,460009,1159068,415603,3114112,1180846,0,0,0,...
2009,Confédération: autres subventions,0,0,917656,0,0,0,8740,144466,0,557988,0,0,0,...
2009,Fondations,21004,2462112,219505,0,0,309055,0,410605,531771,1515672,0,0,874091,...
2009,Communes (jusqu'en 1999),0,0,0,0,0,0,0,0,0,0,0,0,0,...
2009,"Déduction des dépenses non universitaires (budget ordinaire, jusqu'en 1999)",0,0,0,0,0,0,0,0,0,0,0,0,0,...
2009,Confédération: subventions de base LEHE (autrefois LAU),72507722,75673515,41857200,84534488,64384895,7849989,20790350,26772518,113253850,18281387,0,0,3453000,...
2009,Confédération: enveloppe budgétaire EPF,0,0,0,0,0,0,0,0,0,0,539290598,1104979883,0,...
2009,Frais centraux de la haute école couverts par des overheads,0,0,0,0,3028503,268547,0,0,5428970,0,1651783,0,28289,...
2009,Financement de projets de l'UE par le FNS (dès 2015),0,0,0,0,0,0,0,0,0,0,0,0,0,...
2009,"Déduction des dépenses non universitaires (FNRS, jusqu'en 1999)",0,0,0,0,0,0,0,0,0,0,0,0,0,...
2009,Projets du FNS,57718530,56246285,16569682,67115882,47169909,2424203,12482671,2474684,76334484,3990535,55605020,66176819,124108,...
2009,Projets de Innosuisse (autrefois CTI),2465046,2452022,745959,1409609,2347588,0,387242,2549882,2245457,291391,15052153,13605989,0,...
2009,Programmes de recherche de l'UE,6229161,8465325,1241304,17323743,7157964,0,1374273,1543872,13083671,712867,32519084,30721730,6667,...
2009,Autres programmes internationaux,412989,4939586,295227,2049221,926131,0,1366187,224160,5970486,125795,10404380,5260988,0,...
2009,Mandats de recherche de la Confédération,3999061,16783602,4523648,8442871,4256595,259132,2270489,5505282,16405606,624914,7290533,28604655,24574,...
2009,"Mesures spéciales (subv. Extraord. LAU, jusqu'en 1999)",0,0,0,0,0,0,0,0,0,0,0,0,0,...
2009,"Programmes prioritaires (PPR, jusqu'en 1999)",0,0,0,0,0,0,0,0,0,0,0,0,0,...
2009,Programmes COST (jusqu'en 1999),0,0,0,0,0,0,0,0,0,0,0,0,0,...
2009,Financement de projets de l'UE par le SEFRI,0,0,0,0,0,0,0,0,0,0,0,0,0,...
2009,Mandats de recherche du secteur privé,39613297,25231061,11618540,32561429,42721401,1483290,2588037,21477508,67162409,1169591,51604546,103723432,0,...
2009,Mandats de recherche des autres collectivités publiques,2720023,6317227,1470762,27872212,1060590,12628,2825845,227852,3123117,939987,1998309,4182199,0,...
2009,Revenus des prestations de service,21430343,48863406,3746230,34516863,13189985,183256,7286617,7689047,8229955,710090,0,0,250367,...
2009,Revenus de la formation continue,4461494,7582300,4710240,13966924,5499090,484594,376687,31373843,11584231,2111313,4134121,0,721885,...
2009,Canton: mandats publics (jusqu'en 1999),0,0,0,0,0,0,0,0,0,0,0,0,0,...
2009,Autres cantons: mandats publics (jusqu'en 1999),0,0,0,0,0,0,0,0,0,0,0,0,0,...
2009,Communes: mandats publics (jusqu'en 1999),0,0,0,0,0,0,0,0,0,0,0,0,0,...
2009,Economie privée (jusqu'en 1999),0,0,0,0,0,0,0,0,0,0,0,0,0,...
2009,Fondations privées (jusqu'en 1999),0,0,0,0,0,0,0,0,0,0,0,0,0,...
2009,Revenu de la fortune de l'université (jusqu'en 1999),0,0,0,0,0,0,0,0,0,0,0,0,0,...
2009,"Déduction des dépenses non universitaires (Crédit de tiers, jusqu'en 1999)",0,0,0,0,0,0,0,0,0,0,0,0,0,...
2009,Autres sources externes (jusqu'en 1999),0,0,0,0,0,0,0,0,0,0,0,0,0,...
2010,Ecolage,13564151,13722808,8243575,13611881,12570206,3306069,3229246,10649373,24750699,11805004,5796380,12870573,2270400,...
2010,Autres moyens propres de la haute école,21944526,72563573,4889932,18843926,9351748,298189,1886712,10671820,119715819,2696960,4087501,11973502,556046,...
2010,Canton universitaire: couverture ou budget,275644447,275337430,81973873,396496275,272061964,17061561,39909165,37999232,557183287,15400000,0,0,3040000,...
2010,Canton: imputations internes (jusqu'en 1999),0,0,0,0,0,0,0,0,0,0,0,0,0,...
2010,Autres cantons: accord intercantonal universitaire,70392049,81321922,52483325,21932930,51244447,11560357,16965138,29322662,129117867,10983724,0,0,2962142,...
2010,Autres cantons: autres subventions,1133302,0,0,5106220,0,0,0,0,0,0,0,0,100000,...
2010,"Confédération: contributions aux investissements figurant dans le compte courant, selon LEHE (autrefois LAU)",4436425,1401931,149528,0,2773120,591629,0,0,5554095,0,0,0,0,...
2010,"Confédération: contributions liées à des projets de coopération et d'innovation, selon LEHE (autrefois LAU)",1850927,1941657,2159111,5859823,7395585,534469,988864,427238,4646149,1881113,0,0,0,...
2010,Confédération: autres subventions,0,0,0,2000000,0,0,12540,260509,0,451565,0,0,0,...
2010,Fondations,10000,2159335,237913,0,0,330962,0,477203,266262,1961262,0,0,505987,...
2010,Communes (jusqu'en 1999),0,0,0,0,0,0,0,0,0,0,0,0,0,...
2010,"Déduction des dépenses non universitaires (budget ordinaire, jusqu'en 1999)",0,0,0,0,0,0,0,0,0,0,0,0,0,...
2010,Confédération: subventions de base LEHE (autrefois LAU),74971988,76448440,41857200,98972679,65733000,7980755,25013290,27463806,116212252,19631953,0,0,3500000,...
2010,Confédération: enveloppe budgétaire EPF,0,0,0,0,0,0,0,0,0,0,538924022,1122650925,0,...
2010,Frais centraux de la haute école couverts par des overheads,2576519,84633,148156,0,6501892,578591,0,483925,14179455,299928,8404602,1757656,59031,...
2010,Financement de projets de l'UE par le FNS (dès 2015),0,0,0,0,0,0,0,0,0,0,0,0,0,...
2010,"Déduction des dépenses non universitaires (FNRS, jusqu'en 1999)",0,0,0,0,0,0,0,0,0,0,0,0,0,...
2010,Projets du FNS,60555555,66154177,20533511,70939369,48615769,3201769,13909542,2915375,82195629,4138908,65754796,74125880,301895,...
2010,Projets de Innosuisse (autrefois CTI),1775881,3599070,655663,1669775,1466712,0,16308,1879989,2441309,257216,14031988,14716558,0,...
2010,Programmes de recherche de l'UE,8457901,9156724,1054727,17924307,8458104,0,1497068,1277014,15455955,989552,36681833,34506898,0,...
2010,Autres programmes internationaux,1347484,5091965,619899,2565595,758982,0,653808,251963,5317815,332522,8168972,9283938,0,...
2010,Mandats de recherche de la Confédération,4743404,18818777,5833034,21687274,4699108,168976,1687303,4975047,16415397,209968,9803310,31985125,18156,...
2010,"Mesures spéciales (subv. Extraord. LAU, jusqu'en 1999)",0,0,0,0,0,0,0,0,0,0,0,0,0,...
2010,"Programmes prioritaires (PPR, jusqu'en 1999)",0,0,0,0,0,0,0,0,0,0,0,0,0,...
2010,Programmes COST (jusqu'en 1999),0,0,0,0,0,0,0,0,0,0,0,0,0,...
2010,Financement de projets de l'UE par le SEFRI,0,0,0,0,0,0,0,0,0,0,0,0,0,...
2010,Mandats de recherche du secteur privé,61122916,21860703,12218235,26673199,44122308,1767898,2457451,23195005,60151988,1012154,52659315,96662501,34000,...
2010,Mandats de recherche des autres collectivités publiques,7477765,12560140,1710322,22733075,1162819,85957,4719199,191515,2259806,1379106,1608926,6136673,0,...
2010,Revenus des prestations de service,12827708,52513545,3046858,41039411,17758266,204532,7760579,6792978,12492612,628600,0,0,77796,...
2010,Revenus de la formation continue,4500911,6946163,5281449,12873352,6240340,553155,694803,32967275,13444847,2625099,4301964,0,798114,...
2010,Canton: mandats publics (jusqu'en 1999),0,0,0,0,0,0,0,0,0,0,0,0,0,...
2010,Autres cantons: mandats publics (jusqu'en 1999),0,0,0,0,0,0,0,0,0,0,0,0,0,...
2010,Communes: mandats publics (jusqu'en 1999),0,0,0,0,0,0,0,0,0,0,0,0,0,...
2010,Economie privée (jusqu'en 1999),0,0,0,0,0,0,0,0,0,0,0,0,0,...
2010,Fondations privées (jusqu'en 1999),0,0,0,0,0,0,0,0,0,0,0,0,0,...
2010,Revenu de la fortune de l'université (jusqu'en 1999),0,0,0,0,0,0,0,0,0,0,0,0,0,...
2010,"Déduction des dépenses non universitaires (Crédit de tiers, jusqu'en 1999)",0,0,0,0,0,0,0,0,0,0,0,0,0,...
2010,Autres sources externes (jusqu'en 1999),0,0,0,0,0,0,0,0,0,0,0,0,0,...
2011,Ecolage,14424102,14077096,8700039,13696989,12502964,3452148,3352829,11126290,23550216,11469089,6481606,13664584,2292079,...
2011,Autres moyens propres de la haute école,13076632,79149214,4508148,18209826,8868520,580867,1030621,7334449,127915142,2482572,2467548,19517146,490528,...
2011,Canton universitaire: couverture ou budget,298210743,275009555,90032287,399153072,281927229,18216334,42514870,43223111,570398015,16400000,0,0,4899223,...
2011,Canton: imputations internes (jusqu'en 1999),0,0,0,0,0,0,0,0,0,0,0,0,0,...
2011,Autres cantons: accord intercantonal universitaire,70772126,83993300,53282318,22125830,53180416,12040924,18175243,30323062,134646301,10950193,0,0,3285976,...
2011,Autres cantons: autres subventions,1415259,0,0,5119426,0,0,0,0,0,0,0,0,80000,...
2011,"Confédération: contributions aux investissements figurant dans le compte courant, selon LEHE (autrefois LAU)",3375522,0,10500,0,807158,875000,0,0,6192199,0,0,0,0,...
2011,"Confédération: contributions liées à des projets de coopération et d'innovation, selon LEHE (autrefois LAU)",1940679,2183585,2163103,6597236,8084904,547651,1065053,366843,5578710,2103235,0,0,0,...
2011,Confédération: autres subventions,0,0,0,2000000,0,0,8700,87041,0,184819,0,0,0,...
2011,Fondations,44229,3366304,224001,0,0,285848,0,470716,260518,1887967,0,0,80000,...
2011,Communes (jusqu'en 1999),0,0,0,0,0,0,0,0,0,0,0,0,0,...
2011,"Déduction des dépenses non universitaires (budget ordinaire, jusqu'en 1999)",0,0,0,0,0,0,0,0,0,0,0,0,0,...
2011,Confédération: subventions de base LEHE (autrefois LAU),77072236,76755345,41857200,98274478,67617498,8490573,21150042,27243427,117739033,20836036,0,0,2050000,...
2011,Confédération: enveloppe budgétaire EPF,0,0,0,0,0,0,0,0,0,0,568590058,1158187630,0,...
2011,Frais centraux de la haute école couverts par des overheads,2975498,0,660198,0,7262279,482565,350126,400703,15784818,340185,9718259,23825659,0,...
2011,Financement de projets de l'UE par le FNS (dès 2015),0,0,0,0,0,0,0,0,0,0,0,0,0,...
2011,"Déduction des dépenses non universitaires (FNRS, jusqu'en 1999)",0,0,0,0,0,0,0,0,0,0,0,0,0,...
2011,Projets du FNS,67024630,69231251,21324296,79860714,56769229,3993012,14758507,2576872,90336213,5634440,76660324,77804475,302178,...
2011,Projets de Innosuisse (autrefois CTI),1542652,2881940,522354,799307,840380,0,319474,2070359,2641943,285717,10537271,12653078,0,...
2011,Programmes de recherche de l'UE,9041373,10226756,1083856,22879649,8954209,0,807549,1182256,17271257,1059882,39764846,40105504,8197,...
2011,Autres programmes internationaux,1457599,6706138,594905,4815645,741576,0,225417,232338,6519025,543825,7868994,11135400,0,...
2011,Mandats de recherche de la Confédération,6400140,20924544,6360554,21301989,5085754,134290,2450611,4795290,17807053,344604,10302440,31942246,109350,...
2011,"Mesures spéciales (subv. Extraord. LAU, jusqu'en 1999)",0,0,0,0,0,0,0,0,0,0,0,0,0,...
2011,"Programmes prioritaires (PPR, jusqu'en 1999)",0,0,0,0,0,0,0,0,0,0,0,0,0,...
2011,Programmes COST (jusqu'en 1999),0,0,0,0,0,0,0,0,0,0,0,0,0,...
2011,Financement de projets de l'UE par le SEFRI,0,0,0,0,0,0,0,0,0,0,0,0,0,...
2011,Mandats de recherche du secteur privé,71117119,25529789,11495718,34462227,41978847,2019618,5458918,25282975,62699561,1113897,53015768,108429799,159000,...
2011,Mandats de recherche des autres collectivités publiques,15485347,14417894,1655763,11412191,657429,174120,4354953,170201,4591339,1525897,2785365,10020400,58065,...
2011,Revenus des prestations de service,16387243,51015857,3920547,37545270,17753377,363890,6953294,4507157,11814692,738062,0,0,69742,...
2011,Revenus de la formation continue,7464545,5870651,4814564,13636295,6805307,546511,1055850,35906069,12445732,3331536,4786103,0,601752,...
2011,Canton: mandats publics (jusqu'en 1999),0,0,0,0,0,0,0,0,0,0,0,0,0,...
2011,Autres cantons: mandats publics (jusqu'en 1999),0,0,0,0,0,0,0,0,0,0,0,0,0,...
2011,Communes: mandats publics (jusqu'en 1999),0,0,0,0,0,0,0,0,0,0,0,0,0,...
2011,Economie privée (jusqu'en 1999),0,0,0,0,0,0,0,0,0,0,0,0,0,...
2011,Fondations privées (jusqu'en 1999),0,0,0,0,0,0,0,0,0,0,0,0,0,...
2011,Revenu de la fortune de l'université (jusqu'en 1999),0,0,0,0,0,0,0,0,0,0,0,0,0,...
2011,"Déduction des dépenses non universitaires (Crédit de tiers, jusqu'en 1999)",0,0,0,0,0,0,0,0,0,0,0,0,0,...
2011,Autres sources externes (jusqu'en 1999),0,0,0,0,0,0,0,0,0,0,0,0,0,...
2012,Ecolage,14573596,17783585,8855615,15176900,13266566,3664632,3352638,15226368,26579602,11742224,7975169,14628365,2673304,...
2012,Autres moyens propres de la haute école,9006524,80164638,4680969,16804777,12809439,955735,754975,5007432,154211287,4097052,8025783,17435900,339328,...
2012,Canton universitaire: couverture ou budget,303326191,272724588,91436919,401783823,287750472,19446593,44285767,45995200,577693055,19579776,0,0,4673556,...
2012,Canton: imputations internes (jusqu'en 1999),0,0,0,0,0,0,0,0,0,0,0,0,0,...
2012,Autres cantons: accord intercantonal universitaire,70081279,85325158,55852943,21009998,52687972,12638693,19317686,31400740,138931350,11132383,0,0,4370592,...
2012,Autres cantons: autres subventions,2730373,0,0,5093014,0,0,0,0,0,0,0,0,80000,...
2012,"Confédération: contributions aux investissements figurant dans le compte courant, selon LEHE (autrefois LAU)",4333507,90000,152965,0,4238285,118870,0,106681,6269497,0,0,0,0,...
2012,"Confédération: contributions liées à des projets de coopération et d'innovation, selon LEHE (autrefois LAU)",1758323,1448433,2037801,564736,6777735,182855,1055983,260731,3802868,1776642,0,0,0,...
2012,Confédération: autres subventions,0,0,0,0,0,0,268406,56640,0,492583,0,0,0,...
2012,Fondations,39950,2300657,157798,0,0,308530,0,461154,158603,3159249,0,0,182167,...
2012,Communes (jusqu'en 1999),0,0,0,0,0,0,0,0,0,0,0,0,0,...
2012,"Déduction des dépenses non universitaires (budget ordinaire, jusqu'en 1999)",0,0,0,0,0,0,0,0,0,0,0,0,0,...
2012,Confédération: subventions de base LEHE (autrefois LAU),81499888,82467639,41857200,106827904,69420618,9610280,21803219,29125005,124539544,24083706,0,0,3650000,...
2012,Confédération: enveloppe budgétaire EPF,0,0,0,0,0,0,0,0,0,0,576780430,1190738392,0,...
2012,Frais centraux de la haute école couverts par des overheads,2317235,768854,532405,1064202,6773595,642685,215071,655378,17175466,339341,12366101,15563884,21303,...
2012,Financement de projets de l'UE par le FNS (dès 2015),0,0,0,0,0,0,0,0,0,0,0,0,0,...
2012,"Déduction des dépenses non universitaires (FNRS, jusqu'en 1999)",0,0,0,0,0,0,0,0,0,0,0,0,0,...
2012,Projets du FNS,66870188,70946925,26414888,80178281,61371401,4381630,12229727,2922629,97943761,7845878,77510700,83498563,259127,...
2012,Projets de Innosuisse (autrefois CTI),2451924,3087724,1183806,1290019,1265926,0,427156,2783381,4790365,281114,14284955,18038690,0,...
2012,Programmes de recherche de l'UE,19006479,8608638,1537610,17544117,8936999,0,1414247,1019923,17438032,3211744,42214480,44786967,0,...
2012,Autres programmes internationaux,11377412,10931341,630557,2629910,887808,0,275034,195176,7751361,394543,7787476,12526736,0,...
2012,Mandats de recherche de la Confédération,14246621,25442187,8543931,21106928,4957152,12274,2177087,3641451,16555381,242292,11029195,31867245,70403,...
2012,"Mesures spéciales (subv. Extraord. LAU, jusqu'en 1999)",0,0,0,0,0,0,0,0,0,0,0,0,0,...
2012,"Programmes prioritaires (PPR, jusqu'en 1999)",0,0,0,0,0,0,0,0,0,0,0,0,0,...
2012,Programmes COST (jusqu'en 1999),0,0,0,0,0,0,0,0,0,0,0,0,0,...
2012,Financement de projets de l'UE par le SEFRI,0,0,0,0,0,0,0,0,0,0,0,0,0,...
2012,Mandats de recherche du secteur privé,65548976,20872925,11779130,35303449,39261569,2534808,4593195,26807547,53253203,5885076,53822883,106576700,88512,...
2012,Mandats de recherche des autres collectivités publiques,11746201,18087494,1208889,8120878,627826,51050,3874394,449619,12592818,1529688,5153483,12331270,95954,...
2012,Revenus des prestations de service,15573298,45380470,3585232,61667151,23484384,556773,8150854,4016041,9853344,1102068,0,0,81284,...
2012,Revenus de la formation continue,6995678,9796122,5925600,15505515,12536882,798234,1487240,36990321,16064512,3045756,4858725,0,602601,...
2012,Canton: mandats publics (jusqu'en 1999),0,0,0,0,0,0,0,0,0,0,0,0,0,...
2012,Autres cantons: mandats publics (jusqu'en 1999),0,0,0,0,0,0,0,0,0,0,0,0,0,...
2012,Communes: mandats publics (jusqu'en 1999),0,0,0,0,0,0,0,0,0,0,0,0,0,...
2012,Economie privée (jusqu'en 1999),0,0,0,0,0,0,0,0,0,0,0,0,0,...
2012,Fondations privées (jusqu'en 1999),0,0,0,0,0,0,0,0,0,0,0,0,0,...
2012,Revenu de la fortune de l'université (jusqu'en 1999),0,0,0,0,0,0,0,0,0,0,0,0,0,...
2012,"Déduction des dépenses non universitaires (Crédit de tiers, jusqu'en 1999)",0,0,0,0,0,0,0,0,0,0,0,0,0,...
2012,Autres sources externes (jusqu'en 1999),0,0,0,0,0,0,0,0,0,0,0,0,0,...
2013,Ecolage,14751144,17955132,9073613,16738369,13860465,3976943,3294058,15470239,29725017,12430840,8715016,15047619,2775484,...
2013,Autres moyens propres de la haute école,19167539,57716709,4614029,18212214,12270926,1010030,833959,2049765,174490610,4537542,1780018,17345689,117860,...
2013,Canton universitaire: couverture ou budget,315589700,278868501,89964956,406880318,293549440,17761847,44965644,50925634,598618000,19821809,0,0,2098447,...
2013,Canton: imputations internes (jusqu'en 1999),0,0,0,0,0,0,0,0,0,0,0,0,0,...
2013,Autres cantons: accord intercantonal universitaire,70562545,90556031,58613319,18331082,54749442,12856569,19432149,31960346,139747968,11495271,0,0,5112166,...
2013,Autres cantons: autres subventions,3144245,0,0,5071005,0,0,0,0,0,0,0,0,80000,...
2013,"Confédération: contributions aux investissements figurant dans le compte courant, selon LEHE (autrefois LAU)",2055146,-1030994,366300,0,937812,467656,0,0,5671858,0,0,0,0,...
2013,"Confédération: contributions liées à des projets de coopération et d'innovation, selon LEHE (autrefois LAU)",1835262,665692,1840344,335720,5350582,449614,555760,445347,3089163,1717382,0,0,0,...
2013,Confédération: autres subventions,0,0,0,0,0,0,8600,89103,0,376155,0,0,0,...
2013,Fondations,21660,3039244,141060,1019095,0,252428,0,480938,140325,3276199,0,0,0,...
2013,Communes (jusqu'en 1999),0,0,0,0,0,0,0,0,0,0,0,0,0,...
2013,"Déduction des dépenses non universitaires (budget ordinaire, jusqu'en 1999)",0,0,0,0,0,0,0,0,0,0,0,0,0,...
2013,Confédération: subventions de base LEHE (autrefois LAU),84868481,85787128,41857200,108592776,76021046,10763777,22731965,29908920,128643216,25183491,0,0,2150000,...
2013,Confédération: enveloppe budgétaire EPF,0,0,0,0,0,0,0,0,0,0,621389136,1198454619,0,...
2013,Frais centraux de la haute école couverts par des overheads,2618717,1584765,844397,1107626,8656904,389728,183756,778409,17077407,716404,14428293,11110927,0,...
2013,Financement de projets de l'UE par le FNS (dès 2015),0,0,0,0,0,0,0,0,0,0,0,0,0,...
2013,"Déduction des dépenses non universitaires (FNRS, jusqu'en 1999)",0,0,0,0,0,0,0,0,0,0,0,0,0,...
2013,Projets du FNS,62094411,73618878,24709073,83927097,66249204,4026252,14557053,2469753,103590002,8401409,75830605,90283915,0,...
